"Notes","Census Division","Census Division Code","Year","Year Code","Age of Mother","Age of Mother Code",Births
,"Division 9: Pacific","CENS-D9","2003","2003","15-19 years","15-19",62745
,"Division 9: Pacific","CENS-D9","2003","2003","20-24 years","20-24",162773
,"Division 9: Pacific","CENS-D9","2003","2003","25-29 years","25-29",182724
,"Division 9: Pacific","CENS-D9","2003","2003","30-34 years","30-34",172105
,"Division 9: Pacific","CENS-D9","2003","2003","35-39 years","35-39",91002
,"Division 9: Pacific","CENS-D9","2003","2003","40-44 years","40-44",21893
,"Division 9: Pacific","CENS-D9","2003","2003","45-49 years","45-49",1370
,"Division 9: Pacific","CENS-D9","2003","2003","50 years and over","50+",131
,"Division 9: Pacific","CENS-D9","2004","2004","Under 15 years","15",871
,"Division 9: Pacific","CENS-D9","2004","2004","15-19 years","15-19",63004
,"Division 9: Pacific","CENS-D9","2004","2004","20-24 years","20-24",163746
,"Division 9: Pacific","CENS-D9","2004","2004","25-29 years","25-29",184804
,"Division 9: Pacific","CENS-D9","2004","2004","30-34 years","30-34",171709
,"Division 9: Pacific","CENS-D9","2004","2004","35-39 years","35-39",93114
,"Division 9: Pacific","CENS-D9","2004","2004","40-44 years","40-44",22152
,"Division 9: Pacific","CENS-D9","2004","2004","45-49 years","45-49",1368
,"Division 9: Pacific","CENS-D9","2004","2004","50 years and over","50+",119
,"Division 9: Pacific","CENS-D9","2005","2005","Under 15 years","15",921
,"Division 9: Pacific","CENS-D9","2005","2005","15-19 years","15-19",63299
,"Division 9: Pacific","CENS-D9","2005","2005","20-24 years","20-24",164615
,"Division 9: Pacific","CENS-D9","2005","2005","25-29 years","25-29",187852
,"Division 9: Pacific","CENS-D9","2005","2005","30-34 years","30-34",170226
,"Division 9: Pacific","CENS-D9","2005","2005","35-39 years","35-39",95085
,"Division 9: Pacific","CENS-D9","2005","2005","40-44 years","40-44",22196
,"Division 9: Pacific","CENS-D9","2005","2005","45-49 years","45-49",1558
,"Division 9: Pacific","CENS-D9","2005","2005","50 years and over","50+",138
,"Division 9: Pacific","CENS-D9","2006","2006","Under 15 years","15",832
,"Division 9: Pacific","CENS-D9","2006","2006","15-19 years","15-19",66915
,"Division 9: Pacific","CENS-D9","2006","2006","20-24 years","20-24",170007
,"Division 9: Pacific","CENS-D9","2006","2006","25-29 years","25-29",195808
,"Division 9: Pacific","CENS-D9","2006","2006","30-34 years","30-34",171383
,"Division 9: Pacific","CENS-D9","2006","2006","35-39 years","35-39",98262
,"Division 9: Pacific","CENS-D9","2006","2006","40-44 years","40-44",23034
,"Division 9: Pacific","CENS-D9","2006","2006","45-49 years","45-49",1597
,"Division 9: Pacific","CENS-D9","2006","2006","50 years and over","50+",145
,"Division 1: New England","CENS-D1","2007","2007","Under 15 years","15",112
,"Division 1: New England","CENS-D1","2007","2007","15-19 years","15-19",11566
,"Division 1: New England","CENS-D1","2007","2007","20-24 years","20-24",30505
,"Division 1: New England","CENS-D1","2007","2007","25-29 years","25-29",43175
,"Division 1: New England","CENS-D1","2007","2007","30-34 years","30-34",46537
,"Division 1: New England","CENS-D1","2007","2007","35-39 years","35-39",28343
,"Division 1: New England","CENS-D1","2007","2007","40-44 years","40-44",6102
,"Division 1: New England","CENS-D1","2007","2007","45-49 years","45-49",419
,"Division 1: New England","CENS-D1","2007","2007","50 years and over","50+",45
,"Division 1: New England","CENS-D1","2008","2008","Under 15 years","15",102
,"Division 1: New England","CENS-D1","2008","2008","15-19 years","15-19",10990
,"Division 1: New England","CENS-D1","2008","2008","20-24 years","20-24",29907
,"Division 1: New England","CENS-D1","2008","2008","25-29 years","25-29",42248
,"Division 1: New England","CENS-D1","2008","2008","30-34 years","30-34",46214
,"Division 1: New England","CENS-D1","2008","2008","35-39 years","35-39",27116
,"Division 1: New England","CENS-D1","2008","2008","40-44 years","40-44",6117
,"Division 1: New England","CENS-D1","2008","2008","45-49 years","45-49",372
,"Division 1: New England","CENS-D1","2008","2008","50 years and over","50+",34
,"Division 1: New England","CENS-D1","2009","2009","Under 15 years","15",94
,"Division 1: New England","CENS-D1","2009","2009","15-19 years","15-19",10343
,"Division 1: New England","CENS-D1","2009","2009","20-24 years","20-24",28920
,"Division 1: New England","CENS-D1","2009","2009","25-29 years","25-29",41023
,"Division 1: New England","CENS-D1","2009","2009","30-34 years","30-34",45724
,"Division 1: New England","CENS-D1","2009","2009","35-39 years","35-39",25782
,"Division 1: New England","CENS-D1","2009","2009","40-44 years","40-44",5985
,"Division 1: New England","CENS-D1","2009","2009","45-49 years","45-49",405
,"Division 1: New England","CENS-D1","2009","2009","50 years and over","50+",35
,"Division 1: New England","CENS-D1","2010","2010","Under 15 years","15",77
,"Division 1: New England","CENS-D1","2010","2010","15-19 years","15-19",9114
,"Division 1: New England","CENS-D1","2010","2010","20-24 years","20-24",27318
,"Division 1: New England","CENS-D1","2010","2010","25-29 years","25-29",39887
,"Division 1: New England","CENS-D1","2010","2010","30-34 years","30-34",46182
,"Division 1: New England","CENS-D1","2010","2010","35-39 years","35-39",24872
,"Division 1: New England","CENS-D1","2010","2010","40-44 years","40-44",5974
,"Division 1: New England","CENS-D1","2010","2010","45-49 years","45-49",365
,"Division 1: New England","CENS-D1","2010","2010","50 years and over","50+",28
,"Division 1: New England","CENS-D1","2011","2011","Under 15 years","15",69
,"Division 1: New England","CENS-D1","2011","2011","15-19 years","15-19",8200
,"Division 1: New England","CENS-D1","2011","2011","20-24 years","20-24",26759
,"Division 1: New England","CENS-D1","2011","2011","25-29 years","25-29",40306
,"Division 1: New England","CENS-D1","2011","2011","30-34 years","30-34",47244
,"Division 1: New England","CENS-D1","2011","2011","35-39 years","35-39",24193
,"Division 1: New England","CENS-D1","2011","2011","40-44 years","40-44",5847
,"Division 1: New England","CENS-D1","2011","2011","45-49 years","45-49",382
,"Division 1: New England","CENS-D1","2011","2011","50 years and over","50+",40
,"Division 1: New England","CENS-D1","2012","2012","Under 15 years","15",73
,"Division 1: New England","CENS-D1","2012","2012","15-19 years","15-19",7657
,"Division 1: New England","CENS-D1","2012","2012","20-24 years","20-24",25898
,"Division 1: New England","CENS-D1","2012","2012","25-29 years","25-29",39674
,"Division 1: New England","CENS-D1","2012","2012","30-34 years","30-34",47378
,"Division 1: New England","CENS-D1","2012","2012","35-39 years","35-39",24303
,"Division 1: New England","CENS-D1","2012","2012","40-44 years","40-44",5640
,"Division 1: New England","CENS-D1","2012","2012","45-49 years","45-49",411
,"Division 1: New England","CENS-D1","2012","2012","50 years and over","50+",29
,"Division 1: New England","CENS-D1","2013","2013","Under 15 years","15",69
,"Division 1: New England","CENS-D1","2013","2013","15-19 years","15-19",6573
,"Division 1: New England","CENS-D1","2013","2013","20-24 years","20-24",24314
,"Division 1: New England","CENS-D1","2013","2013","25-29 years","25-29",39253
,"Division 1: New England","CENS-D1","2013","2013","30-34 years","30-34",48685
,"Division 1: New England","CENS-D1","2013","2013","35-39 years","35-39",24797
,"Division 1: New England","CENS-D1","2013","2013","40-44 years","40-44",5651
,"Division 1: New England","CENS-D1","2013","2013","45-49 years","45-49",449
,"Division 1: New England","CENS-D1","2013","2013","50 years and over","50+",38
,"Division 1: New England","CENS-D1","2014","2014","Under 15 years","15",47
,"Division 1: New England","CENS-D1","2014","2014","15-19 years","15-19",5860
,"Division 1: New England","CENS-D1","2014","2014","20-24 years","20-24",23404
,"Division 1: New England","CENS-D1","2014","2014","25-29 years","25-29",39752
,"Division 1: New England","CENS-D1","2014","2014","30-34 years","30-34",49714
,"Division 1: New England","CENS-D1","2014","2014","35-39 years","35-39",25376
,"Division 1: New England","CENS-D1","2014","2014","40-44 years","40-44",5524
,"Division 1: New England","CENS-D1","2014","2014","45-49 years","45-49",425
,"Division 1: New England","CENS-D1","2014","2014","50 years and over","50+",44
,"Division 1: New England","CENS-D1","2015","2015","Under 15 years","15",50
,"Division 1: New England","CENS-D1","2015","2015","15-19 years","15-19",5227
,"Division 1: New England","CENS-D1","2015","2015","20-24 years","20-24",21960
,"Division 1: New England","CENS-D1","2015","2015","25-29 years","25-29",39372
,"Division 1: New England","CENS-D1","2015","2015","30-34 years","30-34",50421
,"Division 1: New England","CENS-D1","2015","2015","35-39 years","35-39",26274
,"Division 1: New England","CENS-D1","2015","2015","40-44 years","40-44",5415
,"Division 1: New England","CENS-D1","2015","2015","45-49 years","45-49",415
,"Division 1: New England","CENS-D1","2015","2015","50 years and over","50+",40
,"Division 1: New England","CENS-D1","2016","2016","Under 15 years","15",41
,"Division 1: New England","CENS-D1","2016","2016","15-19 years","15-19",4721
,"Division 1: New England","CENS-D1","2016","2016","20-24 years","20-24",20624
,"Division 1: New England","CENS-D1","2016","2016","25-29 years","25-29",39175
,"Division 1: New England","CENS-D1","2016","2016","30-34 years","30-34",51074
,"Division 1: New England","CENS-D1","2016","2016","35-39 years","35-39",27127
,"Division 1: New England","CENS-D1","2016","2016","40-44 years","40-44",5627
,"Division 1: New England","CENS-D1","2016","2016","45-49 years","45-49",415
,"Division 1: New England","CENS-D1","2016","2016","50 years and over","50+",54
,"Division 1: New England","CENS-D1","2017","2017","Under 15 years","15",30
,"Division 1: New England","CENS-D1","2017","2017","15-19 years","15-19",4357
,"Division 1: New England","CENS-D1","2017","2017","20-24 years","20-24",19462
,"Division 1: New England","CENS-D1","2017","2017","25-29 years","25-29",38206
,"Division 1: New England","CENS-D1","2017","2017","30-34 years","30-34",51092
,"Division 1: New England","CENS-D1","2017","2017","35-39 years","35-39",27587
,"Division 1: New England","CENS-D1","2017","2017","40-44 years","40-44",5435
,"Division 1: New England","CENS-D1","2017","2017","45-49 years","45-49",421
,"Division 1: New England","CENS-D1","2017","2017","50 years and over","50+",40
,"Division 1: New England","CENS-D1","2018","2018","Under 15 years","15",32
,"Division 1: New England","CENS-D1","2018","2018","15-19 years","15-19",3972
,"Division 1: New England","CENS-D1","2018","2018","20-24 years","20-24",18359
,"Division 1: New England","CENS-D1","2018","2018","25-29 years","25-29",36643
,"Division 1: New England","CENS-D1","2018","2018","30-34 years","30-34",50685
,"Division 1: New England","CENS-D1","2018","2018","35-39 years","35-39",28208
,"Division 1: New England","CENS-D1","2018","2018","40-44 years","40-44",5774
,"Division 1: New England","CENS-D1","2018","2018","45-49 years","45-49",372
,"Division 1: New England","CENS-D1","2018","2018","50 years and over","50+",33
,"Division 1: New England","CENS-D1","2019","2019","Under 15 years","15",32
,"Division 1: New England","CENS-D1","2019","2019","15-19 years","15-19",3565
,"Division 1: New England","CENS-D1","2019","2019","20-24 years","20-24",17466
,"Division 1: New England","CENS-D1","2019","2019","25-29 years","25-29",35407
,"Division 1: New England","CENS-D1","2019","2019","30-34 years","30-34",51100
,"Division 1: New England","CENS-D1","2019","2019","35-39 years","35-39",28523
,"Division 1: New England","CENS-D1","2019","2019","40-44 years","40-44",5977
,"Division 1: New England","CENS-D1","2019","2019","45-49 years","45-49",407
,"Division 1: New England","CENS-D1","2019","2019","50 years and over","50+",52
,"Division 1: New England","CENS-D1","2020","2020","Under 15 years","15",44
,"Division 1: New England","CENS-D1","2020","2020","15-19 years","15-19",3371
,"Division 1: New England","CENS-D1","2020","2020","20-24 years","20-24",16532
,"Division 1: New England","CENS-D1","2020","2020","25-29 years","25-29",33102
,"Division 1: New England","CENS-D1","2020","2020","30-34 years","30-34",50287
,"Division 1: New England","CENS-D1","2020","2020","35-39 years","35-39",28714
,"Division 1: New England","CENS-D1","2020","2020","40-44 years","40-44",5971
,"Division 1: New England","CENS-D1","2020","2020","45-49 years","45-49",376
,"Division 1: New England","CENS-D1","2020","2020","50 years and over","50+",55
,"Division 1: New England","CENS-D1","2021","2021","Under 15 years","15",36
,"Division 1: New England","CENS-D1","2021","2021","15-19 years","15-19",3096
,"Division 1: New England","CENS-D1","2021","2021","20-24 years","20-24",15965
,"Division 1: New England","CENS-D1","2021","2021","25-29 years","25-29",33765
,"Division 1: New England","CENS-D1","2021","2021","30-34 years","30-34",54324
,"Division 1: New England","CENS-D1","2021","2021","35-39 years","35-39",31383
,"Division 1: New England","CENS-D1","2021","2021","40-44 years","40-44",6246
,"Division 1: New England","CENS-D1","2021","2021","45-49 years","45-49",423
,"Division 1: New England","CENS-D1","2021","2021","50 years and over","50+",48
,"Division 1: New England","CENS-D1","2022","2022","Under 15 years","15",40
,"Division 1: New England","CENS-D1","2022","2022","15-19 years","15-19",3004
,"Division 1: New England","CENS-D1","2022","2022","20-24 years","20-24",15335
,"Division 1: New England","CENS-D1","2022","2022","25-29 years","25-29",32814
,"Division 1: New England","CENS-D1","2022","2022","30-34 years","30-34",53221
,"Division 1: New England","CENS-D1","2022","2022","35-39 years","35-39",31992
,"Division 1: New England","CENS-D1","2022","2022","40-44 years","40-44",6753
,"Division 1: New England","CENS-D1","2022","2022","45-49 years","45-49",451
,"Division 1: New England","CENS-D1","2022","2022","50 years and over","50+",61
,"Division 1: New England","CENS-D1","2023","2023","Under 15 years","15",38
,"Division 1: New England","CENS-D1","2023","2023","15-19 years","15-19",2966
,"Division 1: New England","CENS-D1","2023","2023","20-24 years","20-24",14778
,"Division 1: New England","CENS-D1","2023","2023","25-29 years","25-29",31598
,"Division 1: New England","CENS-D1","2023","2023","30-34 years","30-34",51882
,"Division 1: New England","CENS-D1","2023","2023","35-39 years","35-39",31785
,"Division 1: New England","CENS-D1","2023","2023","40-44 years","40-44",6525
,"Division 1: New England","CENS-D1","2023","2023","45-49 years","45-49",453
,"Division 1: New England","CENS-D1","2023","2023","50 years and over","50+",60
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","Under 15 years","15",498
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","15-19 years","15-19",38717
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","20-24 years","20-24",105629
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","25-29 years","25-29",140042
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","30-34 years","30-34",137188
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","35-39 years","35-39",78809
,"Division 2: Middle Atlantic","CENS-D2","2007","2007","40-44 years","40-44",17940
